case_id,run_name,st1_frequency,st2_frequency,trial_file,st1_file,st2_file,case_dir
60,st1_1_hz__st2_361_hz__trial_1,1_hz,361_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/361_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_361_hz__trial_1
61,st1_1_hz__st2_361_hz__trial_2,1_hz,361_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/361_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_361_hz__trial_2
62,st1_1_hz__st2_361_hz__trial_3,1_hz,361_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/361_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_361_hz__trial_3
63,st1_1_hz__st2_361_hz__trial_4,1_hz,361_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/361_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_361_hz__trial_4
64,st1_1_hz__st2_361_hz__trial_5,1_hz,361_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/361_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_361_hz__trial_5
65,st1_1_hz__st2_391_hz__trial_1,1_hz,391_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/391_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_391_hz__trial_1
66,st1_1_hz__st2_391_hz__trial_2,1_hz,391_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/391_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_391_hz__trial_2
67,st1_1_hz__st2_391_hz__trial_3,1_hz,391_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/391_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_391_hz__trial_3
68,st1_1_hz__st2_391_hz__trial_4,1_hz,391_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/391_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_391_hz__trial_4
69,st1_1_hz__st2_391_hz__trial_5,1_hz,391_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/391_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_391_hz__trial_5
70,st1_1_hz__st2_421_hz__trial_1,1_hz,421_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/421_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_421_hz__trial_1
71,st1_1_hz__st2_421_hz__trial_2,1_hz,421_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/421_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_421_hz__trial_2
72,st1_1_hz__st2_421_hz__trial_3,1_hz,421_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/421_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_421_hz__trial_3
73,st1_1_hz__st2_421_hz__trial_4,1_hz,421_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/421_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_421_hz__trial_4
74,st1_1_hz__st2_421_hz__trial_5,1_hz,421_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/421_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_421_hz__trial_5
75,st1_1_hz__st2_451_hz__trial_1,1_hz,451_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/451_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_451_hz__trial_1
76,st1_1_hz__st2_451_hz__trial_2,1_hz,451_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/451_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_451_hz__trial_2
77,st1_1_hz__st2_451_hz__trial_3,1_hz,451_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/451_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_451_hz__trial_3
78,st1_1_hz__st2_451_hz__trial_4,1_hz,451_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/451_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_451_hz__trial_4
79,st1_1_hz__st2_451_hz__trial_5,1_hz,451_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/451_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_451_hz__trial_5
80,st1_1_hz__st2_481_hz__trial_1,1_hz,481_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/481_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_481_hz__trial_1
81,st1_1_hz__st2_481_hz__trial_2,1_hz,481_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/481_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_481_hz__trial_2
82,st1_1_hz__st2_481_hz__trial_3,1_hz,481_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/481_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_481_hz__trial_3
83,st1_1_hz__st2_481_hz__trial_4,1_hz,481_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/481_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_481_hz__trial_4
84,st1_1_hz__st2_481_hz__trial_5,1_hz,481_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/481_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_481_hz__trial_5
85,st1_1_hz__st2_511_hz__trial_1,1_hz,511_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/511_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_511_hz__trial_1
86,st1_1_hz__st2_511_hz__trial_2,1_hz,511_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/511_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_511_hz__trial_2
87,st1_1_hz__st2_511_hz__trial_3,1_hz,511_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/511_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_511_hz__trial_3
88,st1_1_hz__st2_511_hz__trial_4,1_hz,511_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/511_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_511_hz__trial_4
89,st1_1_hz__st2_511_hz__trial_5,1_hz,511_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/511_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_511_hz__trial_5
90,st1_1_hz__st2_541_hz__trial_1,1_hz,541_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/541_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_541_hz__trial_1
91,st1_1_hz__st2_541_hz__trial_2,1_hz,541_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/541_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_541_hz__trial_2
92,st1_1_hz__st2_541_hz__trial_3,1_hz,541_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/541_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_541_hz__trial_3
93,st1_1_hz__st2_541_hz__trial_4,1_hz,541_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/541_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_541_hz__trial_4
94,st1_1_hz__st2_541_hz__trial_5,1_hz,541_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/541_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_541_hz__trial_5
95,st1_1_hz__st2_571_hz__trial_1,1_hz,571_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/571_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_571_hz__trial_1
96,st1_1_hz__st2_571_hz__trial_2,1_hz,571_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/571_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_571_hz__trial_2
97,st1_1_hz__st2_571_hz__trial_3,1_hz,571_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/571_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_571_hz__trial_3
98,st1_1_hz__st2_571_hz__trial_4,1_hz,571_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/571_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_571_hz__trial_4
99,st1_1_hz__st2_571_hz__trial_5,1_hz,571_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/571_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_1_hz__st2_571_hz__trial_5
100,st1_31_hz__st2_1_hz__trial_1,31_hz,1_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_1_hz__trial_1
101,st1_31_hz__st2_1_hz__trial_2,31_hz,1_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_1_hz__trial_2
102,st1_31_hz__st2_1_hz__trial_3,31_hz,1_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_1_hz__trial_3
103,st1_31_hz__st2_1_hz__trial_4,31_hz,1_hz,trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_1_hz__trial_4
104,st1_31_hz__st2_1_hz__trial_5,31_hz,1_hz,trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_1_hz__trial_5
105,st1_31_hz__st2_31_hz__trial_1,31_hz,31_hz,trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/31_hz/trial_1.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_31_hz__trial_1
106,st1_31_hz__st2_31_hz__trial_2,31_hz,31_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/31_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260527_150515_2channel_1syn_plain/cases/st1_31_hz__st2_31_hz__trial_2
